"","V1","V2"
"result.452","ORTEGA","50"
"result.453","ORTEGA","50"
"result.454","ORTEGA","50"
"result.455","ORTEGA","50"
"result.456","ORTEGA","50"
"result.457","ORTEGA","50"
"result.458","ORTEGA","50"
"result.459","ORTEGA","50"
"result.460","ORTEGA","50"
"result.461","ORTEGA","50"
"result.462","ORTEGA","50"
"result.463","ORTEGA","50"
"result.464","ORTEGA","50"
"result.465","ORTEGA","50"
"result.466","ORTEGA","50"
"result.467","ORTEGA","50"
"result.468","ORTEGA","50"
"result.469","ORTEGA","50"
"result.470","ORTEGA","50"
"result.471","ORTEGA","50"
"result.472","ORTEGA","50"
"result.473","ORTEGA","50"
"result.474","ORTEGA","50"
"result.475","ORTEGA","50"
"result.476","ORTEGA","50"
"result.477","ORTEGA","50"
"result.478","ORTEGA","50"
"result.479","ORTEGA","50"
"result.480","ORTEGA","50"
"result.481","ORTEGA","50"
"result.482","ORTEGA","50"
"result.483","ORTEGA","50"
"result.484","ORTEGA","50"
"result.485","ORTEGA","50"
"result.486","ORTEGA","50"
"result.487","ORTEGA","50"
"result.488","ORTEGA","50"
"result.489","ORTEGA","50"
"result.490","ORTEGA","50"
"result.491","ORTEGA","50"
"result.492","ORTEGA","50"
"result.493","ORTEGA","50"
"result.494","ORTEGA","50"
"result.495","ORTEGA","50"
"result.496","ORTEGA","50"
"result.497","ORTEGA","50"
"result.498","ORTEGA","50"
"result.499","ORTEGA","50"
"result.500","ORTEGA","50"
"result.501","ORTEGA","50"
"result.502","ORTEGA","50"
"result.503","ORTEGA","50"
"result.504","ORTEGA","50"
"result.505","ORTEGA","50"
"result.506","ORTEGA","50"
"result.507","ORTEGA","50"
"result.508","ORTEGA","50"
"result.509","ORTEGA","50"
"result.510","ORTEGA","50"
"result.511","ORTEGA","50"
"result.512","ORTEGA","50"
"result.513","ORTEGA","50"
"result.514","ORTEGA","50"
"result.515","ORTEGA","50"
"result.516","ORTEGA","50"
"result.517","ORTEGA","50"
"result.518","ORTEGA","50"
"result.519","ORTEGA","50"
"result.520","ORTEGA","50"
"result.521","ORTEGA","50"
"result.522","ORTEGA","50"
"result.523","ORTEGA","50"
"result.524","ORTEGA","50"
"result.525","ORTEGA","50"
"result.526","ORTEGA","50"
"result.527","ORTEGA","50"
"result.528","ORTEGA","50"
"result.529","ORTEGA","50"
"result.530","ORTEGA","50"
"result.531","ORTEGA","50"
"result.532","ORTEGA","50"
"result.533","ORTEGA","50"
"result.534","ORTEGA","50"
"result.535","ORTEGA","50"
"result.536","ORTEGA","50"
"result.537","ORTEGA","50"
"result.538","ORTEGA","50"
"result.539","ORTEGA","50"
"result.540","ORTEGA","50"
"result.541","ORTEGA","50"
"result.542","ORTEGA","50"
"result.543","ORTEGA","50"
"result.544","ORTEGA","50"
"result.545","ORTEGA","50"
"result.546","ORTEGA","50"
"result.547","ORTEGA","50"
"result.548","ORTEGA","50"
"result.549","ORTEGA","50"
"result.550","ORTEGA","50"
"result.551","ORTEGA","50"
"result.552","ORTEGA","50"
"result.553","ORTEGA","50"
"result.554","ORTEGA","50"
"result.555","ORTEGA","50"
"result.556","ORTEGA","50"
"result.557","GB2","50"
"result.558","ORTEGA","50"
"result.559","ORTEGA","50"
"result.560","ORTEGA","50"
"result.561","ORTEGA","50"
"result.562","ORTEGA","50"
"result.563","ORTEGA","50"
"result.564","ORTEGA","50"
"result.565","ORTEGA","50"
"result.566","ORTEGA","50"
"result.567","ORTEGA","50"
"result.568","ORTEGA","50"
"result.569","ORTEGA","50"
"result.570","ORTEGA","50"
"result.571","ORTEGA","50"
"result.572","ORTEGA","50"
"result.573","ORTEGA","50"
"result.574","ORTEGA","50"
"result.575","ORTEGA","50"
"result.576","ORTEGA","50"
"result.577","ORTEGA","50"
"result.578","ORTEGA","50"
"result.579","ORTEGA","50"
"result.580","ORTEGA","50"
"result.581","ORTEGA","50"
"result.582","ORTEGA","50"
"result.583","ORTEGA","50"
"result.584","ORTEGA","50"
"result.585","ORTEGA","50"
"result.586","ORTEGA","50"
"result.587","ORTEGA","50"
"result.588","ORTEGA","50"
"result.589","ORTEGA","50"
"result.590","ORTEGA","50"
"result.591","ORTEGA","50"
"result.592","ORTEGA","50"
"result.593","ORTEGA","50"
"result.594","ORTEGA","50"
"result.595","ORTEGA","50"
"result.596","ORTEGA","50"
"result.597","ORTEGA","50"
"result.598","ORTEGA","50"
"result.599","ORTEGA","50"
"result.600","ORTEGA","50"
"result.601","ORTEGA","50"
"result.602","ORTEGA","50"
"result.603","ORTEGA","50"
"result.604","ORTEGA","50"
"result.605","ORTEGA","50"
"result.606","ORTEGA","50"
"result.607","ORTEGA","50"
"result.608","ORTEGA","50"
"result.609","ORTEGA","50"
"result.610","ORTEGA","50"
"result.611","ORTEGA","50"
"result.612","ORTEGA","50"
"result.613","ORTEGA","50"
"result.614","ORTEGA","50"
"result.615","ORTEGA","50"
"result.616","ORTEGA","50"
"result.617","ORTEGA","50"
"result.618","ORTEGA","50"
"result.619","ORTEGA","50"
"result.620","ORTEGA","50"
"result.621","ORTEGA","50"
"result.622","ORTEGA","50"
"result.623","ORTEGA","50"
"result.624","ORTEGA","50"
"result.625","ORTEGA","50"
"result.626","ORTEGA","50"
"result.627","ORTEGA","50"
"result.628","ORTEGA","50"
"result.629","ORTEGA","50"
"result.630","ORTEGA","50"
"result.631","ABDALLA_HASSAN","50"
"result.632","ORTEGA","50"
"result.633","ORTEGA","50"
"result.634","ORTEGA","50"
"result.635","ORTEGA","50"
"result.636","ORTEGA","50"
"result.637","ORTEGA","50"
"result.638","ORTEGA","50"
"result.639","ORTEGA","50"
"result.640","ORTEGA","50"
"result.641","ORTEGA","50"
"result.642","ORTEGA","50"
"result.643","ORTEGA","50"
"result.644","ORTEGA","50"
"result.645","ORTEGA","50"
"result.646","ORTEGA","50"
"result.647","ORTEGA","50"
"result.648","ORTEGA","50"
"result.649","ORTEGA","50"
"result.650","ORTEGA","50"
"result.651","ORTEGA","50"
"result.652","ORTEGA","50"
"result.653","ORTEGA","50"
"result.654","ORTEGA","50"
"result.655","ORTEGA","50"
"result.656","ORTEGA","50"
"result.657","ORTEGA","50"
"result.658","ABDALLA_HASSAN","50"
"result.659","ORTEGA","50"
"result.660","ORTEGA","50"
"result.661","ORTEGA","50"
"result.662","ORTEGA","50"
"result.663","ORTEGA","50"
"result.664","GB2","50"
"result.665","ORTEGA","50"
"result.666","ORTEGA","50"
"result.667","ORTEGA","50"
"result.668","ORTEGA","50"
"result.669","ABDALLA_HASSAN","50"
"result.670","ORTEGA","50"
"result.671","ORTEGA","50"
"result.672","ORTEGA","50"
"result.673","ORTEGA","50"
"result.674","ORTEGA","50"
"result.675","ORTEGA","50"
"result.676","ORTEGA","50"
"result.677","ORTEGA","50"
"result.678","ORTEGA","50"
"result.679","ORTEGA","50"
"result.680","ORTEGA","50"
"result.681","ORTEGA","50"
"result.682","ORTEGA","50"
"result.683","ORTEGA","50"
"result.684","ORTEGA","50"
"result.685","ORTEGA","50"
"result.686","ORTEGA","50"
"result.687","ORTEGA","50"
"result.688","ORTEGA","50"
"result.689","ORTEGA","50"
"result.690","ORTEGA","50"
"result.691","ORTEGA","50"
"result.692","ORTEGA","50"
"result.693","ORTEGA","50"
"result.694","ORTEGA","50"
"result.695","ORTEGA","50"
"result.696","ORTEGA","50"
"result.697","ORTEGA","50"
"result.698","ORTEGA","50"
"result.699","ORTEGA","50"
"result.700","ORTEGA","50"
"result.701","ORTEGA","50"
"result.702","ORTEGA","50"
"result.703","ORTEGA","50"
"result.704","ORTEGA","50"
"result.705","ORTEGA","50"
"result.706","ORTEGA","50"
"result.707","ORTEGA","50"
"result.708","ORTEGA","50"
"result.709","ORTEGA","50"
"result.710","ORTEGA","50"
"result.711","ORTEGA","50"
"result.712","ORTEGA","50"
"result.713","ORTEGA","50"
"result.714","GB2","50"
"result.715","ORTEGA","50"
"result.716","GB2","50"
"result.717","ORTEGA","50"
"result.718","ORTEGA","50"
"result.719","ORTEGA","50"
"result.720","ORTEGA","50"
"result.721","ORTEGA","50"
"result.722","ORTEGA","50"
"result.723","ORTEGA","50"
"result.724","ORTEGA","50"
"result.725","ORTEGA","50"
"result.726","ORTEGA","50"
"result.727","ORTEGA","50"
"result.728","ORTEGA","50"
"result.729","ORTEGA","50"
"result.730","ORTEGA","50"
"result.731","ORTEGA","50"
"result.732","ORTEGA","50"
"result.733","ORTEGA","50"
"result.734","ORTEGA","50"
"result.735","ORTEGA","50"
"result.736","ORTEGA","50"
"result.737","ORTEGA","50"
"result.738","ORTEGA","50"
"result.739","ORTEGA","50"
"result.740","ORTEGA","50"
"result.741","ORTEGA","50"
"result.742","ORTEGA","50"
"result.743","ORTEGA","50"
"result.744","ORTEGA","50"
"result.745","ORTEGA","50"
"result.746","ORTEGA","50"
"result.747","ORTEGA","50"
"result.748","ORTEGA","50"
"result.749","ORTEGA","50"
"result.750","ORTEGA","50"
"result.751","ORTEGA","50"
"result.752","ORTEGA","50"
"result.753","ORTEGA","50"
"result.754","ORTEGA","50"
"result.755","ORTEGA","50"
"result.756","ABDALLA_HASSAN","50"
"result.757","ORTEGA","50"
"result.758","ORTEGA","50"
"result.759","ORTEGA","50"
"result.760","ORTEGA","50"
"result.761","ORTEGA","50"
"result.762","ORTEGA","50"
"result.763","ORTEGA","50"
"result.764","ORTEGA","50"
"result.765","ORTEGA","50"
"result.766","ORTEGA","50"
"result.767","ORTEGA","50"
"result.768","ORTEGA","50"
"result.769","ORTEGA","50"
"result.770","ORTEGA","50"
"result.771","ORTEGA","50"
"result.772","ORTEGA","50"
"result.773","ORTEGA","50"
"result.774","ORTEGA","50"
"result.775","ABDALLA_HASSAN","50"
"result.776","ORTEGA","50"
"result.777","ORTEGA","50"
"result.778","ORTEGA","50"
"result.779","ORTEGA","50"
"result.780","ORTEGA","50"
"result.781","ORTEGA","50"
"result.782","ORTEGA","50"
"result.783","ORTEGA","50"
"result.784","ORTEGA","50"
"result.785","ORTEGA","50"
"result.786","ORTEGA","50"
"result.787","GB2","50"
"result.788","ORTEGA","50"
"result.789","ORTEGA","50"
"result.790","ORTEGA","50"
"result.791","ORTEGA","50"
"result.792","ORTEGA","50"
"result.793","ORTEGA","50"
"result.794","ORTEGA","50"
"result.795","ORTEGA","50"
"result.796","ORTEGA","50"
"result.797","ORTEGA","50"
"result.798","ORTEGA","50"
"result.799","ORTEGA","50"
"result.800","ORTEGA","50"
"result.801","ORTEGA","50"
"result.802","ORTEGA","50"
"result.803","ORTEGA","50"
"result.804","ORTEGA","50"
"result.805","ORTEGA","50"
"result.806","ORTEGA","50"
"result.807","ORTEGA","50"
"result.808","ORTEGA","50"
"result.809","ORTEGA","50"
"result.810","ORTEGA","50"
"result.811","ORTEGA","50"
"result.812","ORTEGA","50"
"result.813","ORTEGA","50"
"result.814","ORTEGA","50"
"result.815","ORTEGA","50"
"result.816","ORTEGA","50"
"result.817","ORTEGA","50"
"result.818","ORTEGA","50"
"result.819","ORTEGA","50"
"result.820","ORTEGA","50"
"result.821","ORTEGA","50"
"result.822","ORTEGA","50"
"result.823","ORTEGA","50"
"result.824","ORTEGA","50"
"result.825","ORTEGA","50"
"result.826","ORTEGA","50"
"result.827","ORTEGA","50"
"result.828","ORTEGA","50"
"result.829","ORTEGA","50"
"result.830","ORTEGA","50"
"result.831","ORTEGA","50"
"result.832","ORTEGA","50"
"result.833","ORTEGA","50"
"result.834","ORTEGA","50"
"result.835","ORTEGA","50"
"result.836","ORTEGA","50"
"result.837","ORTEGA","50"
"result.838","ORTEGA","50"
"result.839","ORTEGA","50"
"result.840","ORTEGA","50"
"result.841","ORTEGA","50"
"result.842","ORTEGA","50"
"result.843","ORTEGA","50"
"result.844","ORTEGA","50"
"result.845","ORTEGA","50"
"result.846","ORTEGA","50"
"result.847","ORTEGA","50"
"result.848","ORTEGA","50"
"result.849","ORTEGA","50"
"result.850","ORTEGA","50"
"result.851","ORTEGA","50"
"result.852","ORTEGA","50"
"result.853","ORTEGA","50"
"result.854","ORTEGA","50"
"result.855","ORTEGA","50"
"result.856","ORTEGA","50"
"result.857","ORTEGA","50"
"result.858","ORTEGA","50"
"result.859","ORTEGA","50"
"result.860","ORTEGA","50"
"result.861","ORTEGA","50"
"result.862","ORTEGA","50"
"result.863","ORTEGA","50"
"result.864","ORTEGA","50"
"result.865","ORTEGA","50"
"result.866","ORTEGA","50"
"result.867","ORTEGA","50"
"result.868","ORTEGA","50"
"result.869","ORTEGA","50"
"result.870","ORTEGA","50"
"result.871","ORTEGA","50"
"result.872","ORTEGA","50"
"result.873","ORTEGA","50"
"result.874","ORTEGA","50"
"result.875","ORTEGA","50"
"result.876","ORTEGA","50"
"result.877","ORTEGA","50"
"result.878","ORTEGA","50"
"result.879","ORTEGA","50"
"result.880","ORTEGA","50"
"result.881","ORTEGA","50"
"result.882","ORTEGA","50"
"result.883","ORTEGA","50"
"result.884","ORTEGA","50"
"result.885","ORTEGA","50"
"result.886","ORTEGA","50"
"result.887","ORTEGA","50"
"result.888","ORTEGA","50"
"result.889","ORTEGA","50"
"result.890","ORTEGA","50"
"result.891","ORTEGA","50"
"result.892","ORTEGA","50"
"result.893","ORTEGA","50"
"result.894","ORTEGA","50"
"result.895","ORTEGA","50"
"result.896","ORTEGA","50"
"result.897","ORTEGA","50"
"result.898","ORTEGA","50"
"result.899","ORTEGA","50"
"result.900","ORTEGA","50"
"result.901","ORTEGA","50"
"result.902","ORTEGA","50"
"result.903","ORTEGA","50"
"result.904","ABDALLA_HASSAN","50"
"result.905","ORTEGA","50"
"result.906","ORTEGA","50"
"result.907","ORTEGA","50"
"result.908","ORTEGA","50"
"result.909","ORTEGA","50"
"result.910","ORTEGA","50"
"result.911","ORTEGA","50"
"result.912","ORTEGA","50"
"result.913","ORTEGA","50"
"result.914","ORTEGA","50"
"result.915","GB2","50"
"result.916","ORTEGA","50"
"result.917","ORTEGA","50"
"result.918","ORTEGA","50"
"result.919","ORTEGA","50"
"result.920","ORTEGA","50"
"result.921","ORTEGA","50"
"result.922","ORTEGA","50"
"result.923","ORTEGA","50"
"result.924","ORTEGA","50"
"result.925","ORTEGA","50"
"result.926","ORTEGA","50"
"result.927","ORTEGA","50"
"result.928","ORTEGA","50"
"result.929","ORTEGA","50"
"result.930","ORTEGA","50"
"result.931","ORTEGA","50"
"result.932","ORTEGA","50"
"result.933","ORTEGA","50"
"result.934","ORTEGA","50"
"result.935","ORTEGA","50"
"result.936","ORTEGA","50"
"result.937","ORTEGA","50"
"result.938","ORTEGA","50"
"result.939","ORTEGA","50"
"result.940","ORTEGA","50"
"result.941","ORTEGA","50"
"result.942","ORTEGA","50"
"result.943","ORTEGA","50"
"result.944","ORTEGA","50"
"result.945","ORTEGA","50"
"result.946","ORTEGA","50"
"result.947","ORTEGA","50"
"result.948","ORTEGA","50"
"result.949","ORTEGA","50"
"result.950","ORTEGA","50"
"result.951","ORTEGA","50"
"result.952","ORTEGA","50"
"result.953","ORTEGA","50"
"result.954","ORTEGA","50"
"result.955","ORTEGA","50"
"result.956","ORTEGA","50"
"result.957","ORTEGA","50"
"result.958","ORTEGA","50"
"result.959","ABDALLA_HASSAN","50"
"result.960","ORTEGA","50"
"result.961","ORTEGA","50"
"result.962","ORTEGA","50"
"result.963","ORTEGA","50"
"result.964","ORTEGA","50"
"result.965","ORTEGA","50"
"result.966","ORTEGA","50"
"result.967","ORTEGA","50"
"result.968","ORTEGA","50"
"result.969","ORTEGA","50"
"result.970","ORTEGA","50"
"result.971","ORTEGA","50"
"result.972","ORTEGA","50"
"result.973","ORTEGA","50"
"result.974","ORTEGA","50"
"result.975","ORTEGA","50"
"result.976","ORTEGA","50"
"result.977","ORTEGA","50"
"result.978","ORTEGA","50"
"result.979","ORTEGA","50"
"result.980","ORTEGA","50"
"result.981","ORTEGA","50"
"result.982","ORTEGA","50"
"result.983","ORTEGA","50"
"result.984","ORTEGA","50"
"result.985","ORTEGA","50"
"result.986","ORTEGA","50"
"result.987","ORTEGA","50"
"result.988","ORTEGA","50"
"result.989","ORTEGA","50"
"result.990","ABDALLA_HASSAN","50"
"result.991","ORTEGA","50"
"result.992","ORTEGA","50"
"result.993","ORTEGA","50"
"result.994","ORTEGA","50"
"result.995","ORTEGA","50"
"result.996","ORTEGA","50"
"result.997","ORTEGA","50"
"result.998","ORTEGA","50"
"result.999","ORTEGA","50"
"result.1000","ORTEGA","50"
"result.1","ORTEGA","75"
"result.2","ORTEGA","75"
"result.3","ORTEGA","75"
"result.4","ORTEGA","75"
"result.5","ORTEGA","75"
"result.6","ORTEGA","75"
"result.7","ORTEGA","75"
"result.8","ORTEGA","75"
"result.9","ORTEGA","75"
"result.10","ORTEGA","75"
"result.11","ORTEGA","75"
"result.12","ORTEGA","75"
"result.13","ORTEGA","75"
"result.14","ORTEGA","75"
"result.15","ORTEGA","75"
"result.16","ORTEGA","75"
"result.17","ORTEGA","75"
"result.18","ORTEGA","75"
"result.19","ORTEGA","75"
"result.20","ORTEGA","75"
"result.21","ORTEGA","75"
"result.22","ORTEGA","75"
"result.23","ORTEGA","75"
"result.24","ORTEGA","75"
"result.25","ORTEGA","75"
"result.26","ORTEGA","75"
"result.27","ORTEGA","75"
"result.28","ORTEGA","75"
"result.29","ORTEGA","75"
"result.30","ORTEGA","75"
"result.31","ORTEGA","75"
"result.32","ORTEGA","75"
"result.33","ORTEGA","75"
"result.34","ORTEGA","75"
"result.35","ORTEGA","75"
"result.36","ORTEGA","75"
"result.37","ORTEGA","75"
"result.38","ORTEGA","75"
"result.39","ORTEGA","75"
"result.40","ORTEGA","75"
"result.41","ORTEGA","75"
"result.42","ORTEGA","75"
"result.43","ORTEGA","75"
"result.44","ORTEGA","75"
"result.45","ORTEGA","75"
"result.46","ORTEGA","75"
"result.47","ORTEGA","75"
"result.48","GB2","75"
"result.49","ORTEGA","75"
"result.50","ORTEGA","75"
"result.51","ORTEGA","75"
"result.52","ORTEGA","75"
"result.53","ORTEGA","75"
"result.54","ORTEGA","75"
"result.55","ORTEGA","75"
"result.56","ORTEGA","75"
"result.57","ORTEGA","75"
"result.58","ORTEGA","75"
"result.59","ORTEGA","75"
"result.60","ORTEGA","75"
"result.61","ORTEGA","75"
"result.62","ORTEGA","75"
"result.63","ORTEGA","75"
"result.64","ORTEGA","75"
"result.65","ORTEGA","75"
"result.66","ORTEGA","75"
"result.67","ORTEGA","75"
"result.68","ORTEGA","75"
"result.69","ORTEGA","75"
"result.70","ORTEGA","75"
"result.71","ORTEGA","75"
"result.72","ORTEGA","75"
"result.73","ORTEGA","75"
"result.74","ORTEGA","75"
"result.75","ORTEGA","75"
"result.76","ORTEGA","75"
"result.77","ORTEGA","75"
"result.78","ORTEGA","75"
"result.79","ORTEGA","75"
"result.80","ORTEGA","75"
"result.81","ORTEGA","75"
"result.82","ORTEGA","75"
"result.83","ORTEGA","75"
"result.84","ORTEGA","75"
"result.85","ORTEGA","75"
"result.86","ORTEGA","75"
"result.87","ORTEGA","75"
"result.88","ORTEGA","75"
"result.89","ORTEGA","75"
"result.90","ORTEGA","75"
"result.91","ORTEGA","75"
"result.92","ORTEGA","75"
"result.93","ORTEGA","75"
"result.94","ORTEGA","75"
"result.95","ORTEGA","75"
"result.96","ORTEGA","75"
"result.97","ORTEGA","75"
"result.98","ORTEGA","75"
"result.99","ORTEGA","75"
"result.100","ORTEGA","75"
"result.101","ORTEGA","75"
"result.102","ORTEGA","75"
"result.103","ORTEGA","75"
"result.104","ORTEGA","75"
"result.105","ORTEGA","75"
"result.106","ORTEGA","75"
"result.107","ORTEGA","75"
"result.108","ORTEGA","75"
"result.109","ORTEGA","75"
"result.110","ORTEGA","75"
"result.111","ORTEGA","75"
"result.112","ORTEGA","75"
"result.113","ORTEGA","75"
"result.114","ORTEGA","75"
"result.115","ORTEGA","75"
"result.116","ORTEGA","75"
"result.117","ORTEGA","75"
"result.118","ORTEGA","75"
"result.119","ORTEGA","75"
"result.120","ORTEGA","75"
"result.121","ORTEGA","75"
"result.122","ORTEGA","75"
"result.123","ORTEGA","75"
"result.124","ORTEGA","75"
"result.125","ORTEGA","75"
"result.126","ORTEGA","75"
"result.127","ORTEGA","75"
"result.128","ORTEGA","75"
"result.129","ORTEGA","75"
"result.130","ORTEGA","75"
"result.131","ORTEGA","75"
"result.132","ORTEGA","75"
"result.133","ORTEGA","75"
"result.134","ORTEGA","75"
"result.135","ORTEGA","75"
"result.136","ORTEGA","75"
"result.137","ORTEGA","75"
"result.138","ORTEGA","75"
"result.139","ORTEGA","75"
"result.140","ORTEGA","75"
"result.141","ORTEGA","75"
"result.142","ORTEGA","75"
"result.143","ORTEGA","75"
"result.144","ORTEGA","75"
"result.145","ORTEGA","75"
"result.146","ORTEGA","75"
"result.147","ORTEGA","75"
"result.148","ORTEGA","75"
"result.149","ORTEGA","75"
"result.150","ORTEGA","75"
"result.151","ORTEGA","75"
"result.152","ORTEGA","75"
"result.153","ORTEGA","75"
"result.154","ORTEGA","75"
"result.155","ORTEGA","75"
"result.156","ORTEGA","75"
"result.157","ORTEGA","75"
"result.158","ORTEGA","75"
"result.159","ORTEGA","75"
"result.160","ORTEGA","75"
"result.161","ORTEGA","75"
"result.162","ABDALLA_HASSAN","75"
"result.163","ORTEGA","75"
"result.164","ORTEGA","75"
"result.165","ORTEGA","75"
"result.166","ORTEGA","75"
"result.167","ORTEGA","75"
"result.168","ORTEGA","75"
"result.169","ORTEGA","75"
"result.170","ORTEGA","75"
"result.171","ORTEGA","75"
"result.172","ORTEGA","75"
"result.173","ORTEGA","75"
"result.174","ORTEGA","75"
"result.175","ORTEGA","75"
"result.176","ORTEGA","75"
"result.177","ORTEGA","75"
"result.178","ORTEGA","75"
"result.179","ORTEGA","75"
"result.180","ORTEGA","75"
"result.181","ORTEGA","75"
"result.182","ORTEGA","75"
"result.183","ORTEGA","75"
"result.184","ORTEGA","75"
"result.185","ORTEGA","75"
"result.186","ORTEGA","75"
"result.187","ORTEGA","75"
"result.188","ORTEGA","75"
"result.189","ORTEGA","75"
"result.190","ORTEGA","75"
"result.191","ORTEGA","75"
"result.192","ORTEGA","75"
"result.193","ORTEGA","75"
"result.194","ORTEGA","75"
"result.195","ORTEGA","75"
"result.196","ORTEGA","75"
"result.197","ORTEGA","75"
"result.198","ORTEGA","75"
"result.199","ORTEGA","75"
"result.200","ORTEGA","75"
"result.201","ORTEGA","75"
"result.202","ORTEGA","75"
"result.203","ABDALLA_HASSAN","75"
"result.204","ORTEGA","75"
"result.205","ORTEGA","75"
"result.206","ORTEGA","75"
"result.207","ORTEGA","75"
"result.208","ORTEGA","75"
"result.209","ORTEGA","75"
"result.210","ORTEGA","75"
"result.211","ORTEGA","75"
"result.212","ORTEGA","75"
"result.213","ORTEGA","75"
"result.214","ORTEGA","75"
"result.215","ORTEGA","75"
"result.216","ORTEGA","75"
"result.217","ORTEGA","75"
"result.218","ORTEGA","75"
"result.219","ORTEGA","75"
"result.220","ORTEGA","75"
"result.221","ORTEGA","75"
"result.222","ORTEGA","75"
"result.223","ORTEGA","75"
"result.224","ORTEGA","75"
"result.225","ORTEGA","75"
"result.226","ORTEGA","75"
"result.227","ORTEGA","75"
"result.228","ORTEGA","75"
"result.229","ORTEGA","75"
"result.230","ORTEGA","75"
"result.231","ORTEGA","75"
"result.232","ORTEGA","75"
"result.233","ORTEGA","75"
"result.234","ORTEGA","75"
"result.235","ORTEGA","75"
"result.236","ORTEGA","75"
"result.237","ORTEGA","75"
"result.238","ORTEGA","75"
"result.239","ORTEGA","75"
"result.240","ORTEGA","75"
"result.241","ORTEGA","75"
"result.242","ORTEGA","75"
"result.243","ORTEGA","75"
"result.244","ORTEGA","75"
"result.245","ORTEGA","75"
"result.246","ORTEGA","75"
"result.247","ORTEGA","75"
"result.248","ORTEGA","75"
"result.249","ORTEGA","75"
"result.250","ORTEGA","75"
"result.251","ORTEGA","75"
"result.252","ORTEGA","75"
"result.253","ORTEGA","75"
"result.254","ORTEGA","75"
"result.255","ORTEGA","75"
"result.256","ORTEGA","75"
"result.257","ORTEGA","75"
"result.258","ORTEGA","75"
"result.259","ORTEGA","75"
"result.260","ORTEGA","75"
"result.261","ORTEGA","75"
"result.262","ORTEGA","75"
"result.263","ORTEGA","75"
"result.264","ORTEGA","75"
"result.265","ORTEGA","75"
"result.266","ORTEGA","75"
"result.267","ORTEGA","75"
"result.268","ORTEGA","75"
"result.269","ORTEGA","75"
"result.270","ORTEGA","75"
"result.271","ORTEGA","75"
"result.272","ORTEGA","75"
"result.273","ORTEGA","75"
"result.274","ORTEGA","75"
"result.275","ORTEGA","75"
"result.276","ORTEGA","75"
"result.277","ORTEGA","75"
"result.278","ORTEGA","75"
"result.279","ORTEGA","75"
"result.280","ORTEGA","75"
"result.281","ORTEGA","75"
"result.282","ORTEGA","75"
"result.283","ORTEGA","75"
"result.284","ORTEGA","75"
"result.285","ORTEGA","75"
"result.286","ORTEGA","75"
"result.287","ORTEGA","75"
"result.288","ORTEGA","75"
"result.289","ORTEGA","75"
"result.290","ORTEGA","75"
"result.291","ORTEGA","75"
"result.292","ORTEGA","75"
"result.293","ORTEGA","75"
"result.294","ORTEGA","75"
"result.295","ORTEGA","75"
"result.296","ORTEGA","75"
"result.297","ORTEGA","75"
"result.298","ORTEGA","75"
"result.299","ORTEGA","75"
"result.300","ORTEGA","75"
"result.301","ORTEGA","75"
"result.302","ORTEGA","75"
"result.303","ORTEGA","75"
"result.304","ORTEGA","75"
"result.305","ORTEGA","75"
"result.306","ORTEGA","75"
"result.307","ORTEGA","75"
"result.308","ORTEGA","75"
"result.309","ORTEGA","75"
"result.310","ORTEGA","75"
"result.311","ORTEGA","75"
"result.312","ORTEGA","75"
"result.313","ORTEGA","75"
"result.314","ORTEGA","75"
"result.315","ORTEGA","75"
"result.316","ORTEGA","75"
"result.317","ORTEGA","75"
"result.318","ORTEGA","75"
"result.319","ORTEGA","75"
"result.320","ORTEGA","75"
"result.321","ORTEGA","75"
"result.322","ORTEGA","75"
"result.323","ORTEGA","75"
"result.324","ORTEGA","75"
"result.325","ORTEGA","75"
"result.326","ORTEGA","75"
"result.327","ORTEGA","75"
"result.328","ORTEGA","75"
"result.329","ORTEGA","75"
"result.330","ORTEGA","75"
"result.331","ORTEGA","75"
"result.332","ORTEGA","75"
"result.333","GB2","75"
"result.334","ORTEGA","75"
"result.335","ORTEGA","75"
"result.336","ORTEGA","75"
"result.337","ORTEGA","75"
"result.338","ORTEGA","75"
"result.339","ORTEGA","75"
"result.340","ORTEGA","75"
"result.341","ORTEGA","75"
"result.342","ORTEGA","75"
"result.343","ORTEGA","75"
"result.344","ORTEGA","75"
"result.345","ORTEGA","75"
"result.346","ORTEGA","75"
"result.347","ORTEGA","75"
"result.348","ORTEGA","75"
"result.349","ORTEGA","75"
"result.350","ORTEGA","75"
"result.351","ORTEGA","75"
"result.352","ORTEGA","75"
"result.353","ORTEGA","75"
"result.354","ORTEGA","75"
"result.355","ORTEGA","75"
"result.356","ORTEGA","75"
"result.357","ORTEGA","75"
"result.358","ORTEGA","75"
"result.359","ORTEGA","75"
"result.360","ORTEGA","75"
"result.361","ORTEGA","75"
"result.362","ORTEGA","75"
"result.363","ORTEGA","75"
"result.364","ORTEGA","75"
"result.365","ORTEGA","75"
"result.366","ORTEGA","75"
"result.367","ORTEGA","75"
"result.368","ORTEGA","75"
"result.369","ORTEGA","75"
"result.370","ORTEGA","75"
"result.371","ORTEGA","75"
"result.372","ORTEGA","75"
"result.373","ORTEGA","75"
"result.374","ORTEGA","75"
"result.375","ORTEGA","75"
"result.376","ORTEGA","75"
"result.377","ORTEGA","75"
"result.378","ORTEGA","75"
"result.379","ORTEGA","75"
"result.380","ORTEGA","75"
"result.381","ORTEGA","75"
